row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_f09a0b7597dc5382,item_value,resources,tech_parts,tech_parts_resonance_chip_choice,Approximate gem value: Resonance Chip Choice,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_1b5558222ad39415,item_value,resources,tech_parts,tech_parts_resonance_chip,Approximate gem value: Resonance Chip,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_6a58b34ad2b77153,item_value,resources,tech_parts,tech_parts_epic_choice,Approximate gem value: Epic Choice,,,,,,,,,,gem_equivalent,5000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4967a8d578c1ec03,item_value,resources,tech_parts,tech_parts_random_epic_part,Approximate gem value: Random Epic Part,,,,,,,,,,gem_equivalent,2000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5263b0ce087d863d,item_value,resources,collectibles,collectibles_legendary_selector,Approximate gem value: Legendary Selector,,,,,,,,,,gem_equivalent,12500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_54bccc82b1e93793,item_value,resources,collectibles,collectibles_epic_selector,Approximate gem value: Epic Selector,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_acfe399b847798c7,item_value,resources,collectibles,collectibles_random_epic,Approximate gem value: Random Epic,,,,,,,,,,gem_equivalent,1500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_54d762f6f40866e6,item_value,resources,collectibles,collectibles_full_event_collectible_6x,Approximate gem value: Full Event Collectible (6x),,,,,,,,,,gem_equivalent,6000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_581972f190e7c6d0,item_value,resources,collectibles,collectibles_excellent_selector,Approximate gem value: Excellent Selector,,,,,,,,,,gem_equivalent,400,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ac760144a8255a09,item_value,resources,collectibles,collectibles_random_excellent,Approximate gem value: Random Excellent,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d775e3a2f49b72e6,item_value,resources,pets,pets_pet_crystal_choice,Approximate gem value: Pet Crystal Choice,,,,,,,,,,gem_equivalent,8000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_11f2ac54872489c1,item_value,resources,pets,pets_awakening_crystal,Approximate gem value: Awakening Crystal,,,,,,,,,,gem_equivalent,300,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5e0f24c8920e3196,item_value,resources,pets,pets_epic_pet_selector,Approximate gem value: Epic Pet Selector,,,,,,,,,,gem_equivalent,4000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_22abe8d0bd5bd583,item_value,resources,pets,pets_random_epic_pet,Approximate gem value: Random Epic Pet,,,,,,,,,,gem_equivalent,2000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d6c4791cf12128af,item_value,resources,pets,pets_excellent_pet_selector,Approximate gem value: Excellent Pet Selector,,,,,,,,,,gem_equivalent,500,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_cc17a9be9ced0281,item_value,resources,pets,pets_choice_epic_pet_toy,Approximate gem value: Choice Epic Pet Toy,,,,,,,,,,gem_equivalent,250,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_0fec1f4e7b985c67,item_value,resources,pets,pets_random_epic_pet_toy,Approximate gem value: Random Epic Pet Toy,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5cf620f3154e71c8,item_value,resources,survivors,survivors_awakening_core_choice,Approximate gem value: Awakening Core Choice,,,,,,,,,,gem_equivalent,9000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_fcd947dd8b99b8f8,item_value,resources,survivors,survivors_awakening_core,Approximate gem value: Awakening Core,,,,,,,,,,gem_equivalent,6000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_a95e701dfb134f2a,item_value,resources,survivors,survivors_survivor_outfit,Approximate gem value: Survivor Outfit,,,,,,,,,,gem_equivalent,3000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ef83a4fcce669d32,item_value,resources,survivors,survivors_yang_metallia_shard,Approximate gem value: Yang/Metallia Shard,,,,,,,,,,gem_equivalent,300,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_1445aa92a71ded56,item_value,resources,survivors,survivors_survivor_shard,Approximate gem value: Survivor Shard,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_fbee0dc13ca14468,item_value,resources,survivors,survivors_reset_vial,Approximate gem value: Reset Vial,,,,,,,,,,gem_equivalent,10000,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_e3aaca30c6d3822c,item_value,resources,survivors,survivors_1000x_essence,Approximate gem value: 1000x Essence,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_8cf46d18d5f93b92,item_value,resources,keys,keys_s_key,Approximate gem value: S Key,,,,,,,,,,gem_equivalent,200,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4f89abdcd923815d,item_value,resources,keys,keys_collectible_key,Approximate gem value: Collectible Key,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_34ae3042ae704556,item_value,resources,keys,keys_tech_part_key,Approximate gem value: Tech Part Key,,,,,,,,,,gem_equivalent,150,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ab0b87f8e64780d2,item_value,resources,keys,keys_edf_key,Approximate gem value: EDF Key,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_5e0d37290bbd3ed9,item_value,resources,keys,keys_army_crate_key,Approximate gem value: Army Crate Key,,,,,,,,,,gem_equivalent,40,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_95aaa5fbea973da3,item_value,resources,keys,keys_powerful_pet_key,Approximate gem value: Powerful Pet Key,,,,,,,,,,gem_equivalent,100,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_8e39f069b1fb0525,item_value,resources,keys,keys_normal_pet_key,Approximate gem value: Normal Pet Key,,,,,,,,,,gem_equivalent,40,gems,,,,,opinion,high,visual_table_verified,utility,,needs_review,True,True,Approximate source valuation; never overrides exact costs or effects.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
