row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_ec0edee240eef9c4,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_01,NamePending red crit-damage collectible 01,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_f792c9880322e3e7,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_02,NamePending red crit-damage collectible 02,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_73e9fbf333f3fee5,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_03,NamePending red crit-damage collectible 03,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_49c852425311da0d,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_04,NamePending red crit-damage collectible 04,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_8ce2a52886a76951,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_05,NamePending red crit-damage collectible 05,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_7149f200ac69839c,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_06,NamePending red crit-damage collectible 06,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_d9e69ae1bcf06f22,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_07,NamePending red crit-damage collectible 07,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_307900a14c8dfb12,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_08,NamePending red crit-damage collectible 08,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_2dee77d7984e788d,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_09,NamePending red crit-damage collectible 09,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_f68a13b4c2aa164a,collectible_effect,collectibles,crit_damage,collectible_cd_red_icon_10,NamePending red crit-damage collectible 10,red,,,,,,,,,crit_damage,10,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_1945e4f432dc409c,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_01,NamePending yellow crit-damage collectible 01,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_2728eca3bde17447,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_02,NamePending yellow crit-damage collectible 02,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_88da6a2cac53d568,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_03,NamePending yellow crit-damage collectible 03,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_2424be347bec0d0e,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_04,NamePending yellow crit-damage collectible 04,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_cfeabef0c586f15e,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_05,NamePending yellow crit-damage collectible 05,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_48447516797cd3f7,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_06,NamePending yellow crit-damage collectible 06,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_95e4ab00b24d4725,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_07,NamePending yellow crit-damage collectible 07,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_a83e9ca93b47e698,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_08,NamePending yellow crit-damage collectible 08,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_66b5eb7f677bdf2a,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_09,NamePending yellow crit-damage collectible 09,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_1b8797cd29881098,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_10,NamePending yellow crit-damage collectible 10,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_0dead69707912e5a,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_11,NamePending yellow crit-damage collectible 11,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_d4560a769b4cbaa5,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_12,NamePending yellow crit-damage collectible 12,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
src_84f64630cb7006f5,collectible_effect,collectibles,crit_damage,collectible_cd_yellow_icon_13,NamePending yellow crit-damage collectible 13,yellow,,,,,,,,,crit_damage,5,percent,crit_damage,,global,,exact,exact,embedded_pdf_table_verified,direct,,needs_review,False,True,Exact effect; collectible name/star threshold is icon-only and pending.,source_database_map.pdf,33,Icon-only Collectible Crit Damage,,{}
