row_id,data_type,system,subsystem,item_id,name,rarity,level,star,awakening,cost,currency,quantity,limit,unlock_condition,effect_type,effect_value,effect_unit,damage_bucket,debuff_type,applies_to,consumed_by,source_kind,confidence,extraction_method,damage_relevance,long_term_value,recommended_disposition,ignore_for_dps,needs_review,notes,source_file,page_or_image,section,original_source_file,metadata
src_9376eec5f3486291,item,resources,survivors,survivors_survivor_outfit,Survivor Outfit,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_b303e23f4b3dbeca,item,resources,survivors,survivors_yang_metallia_shard,Yang/Metallia Shard,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_891fada2dc978a8f,item,resources,survivors,survivors_survivor_shard,Survivor Shard,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_20689e98fa8b42c7,item,resources,survivors,survivors_reset_vial,Reset Vial,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_ea28acefdec43a33,item,resources,survivors,survivors_1000x_essence,1000x Essence,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_d6f22ac32500c6f5,item,resources,keys,keys_s_key,S Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_3cb0f02d76655c2c,item,resources,keys,keys_collectible_key,Collectible Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_910b0110b5d62ea7,item,resources,keys,keys_tech_part_key,Tech Part Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_c32f9c0d4a9ebe26,item,resources,keys,keys_edf_key,EDF Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_9cd4435b32ac515d,item,resources,keys,keys_army_crate_key,Army Crate Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_2ba559a6cbf8746e,item,resources,keys,keys_powerful_pet_key,Powerful Pet Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
src_4f9bf528d0b9fd26,item,resources,keys,keys_normal_pet_key,Normal Pet Key,,,,,,,,,,,,,,,,,exact,exact,visual_table_verified,indirect,,profile_dependent,True,False,Item identity/category is exact; valuation is stored separately.,Item_Values_2024-10-02_result.png,1,Item Value Chart,Item_Values_2024-10-02_result.png,{}
